link_id,major_type_en,subtype_id,trace_id,weight,required,notes
stl_construct_004_breath_scorch_line,Construct,construct_004,breath_scorch_line,83,false,용종 분류
stl_construct_004_scorch_marks,Construct,construct_004,scorch_marks,76,false,용종 분류
stl_construct_004_frost_rime,Construct,construct_004,frost_rime,69,false,용종 분류
stl_construct_005_regular_step_marks,Construct,construct_005,regular_step_marks,65,true,Construct 대분류 기본 흔적
stl_construct_005_mechanical_scrapes,Construct,construct_005,mechanical_scrapes,60,false,Construct 대분류 기본 흔적
stl_construct_005_gear_oil_stain,Construct,construct_005,gear_oil_stain,55,false,Construct 대분류 기본 흔적
stl_construct_005_arcane_circuit_imprint,Construct,construct_005,arcane_circuit_imprint,50,false,Construct 대분류 기본 흔적
stl_construct_006_regular_step_marks,Construct,construct_006,regular_step_marks,65,true,Construct 대분류 기본 흔적
stl_construct_006_mechanical_scrapes,Construct,construct_006,mechanical_scrapes,60,false,Construct 대분류 기본 흔적
stl_construct_006_gear_oil_stain,Construct,construct_006,gear_oil_stain,55,false,Construct 대분류 기본 흔적
stl_construct_006_arcane_circuit_imprint,Construct,construct_006,arcane_circuit_imprint,50,false,Construct 대분류 기본 흔적
stl_construct_007_regular_step_marks,Construct,construct_007,regular_step_marks,65,true,Construct 대분류 기본 흔적
stl_construct_007_mechanical_scrapes,Construct,construct_007,mechanical_scrapes,60,false,Construct 대분류 기본 흔적
stl_construct_007_gear_oil_stain,Construct,construct_007,gear_oil_stain,55,false,Construct 대분류 기본 흔적
stl_construct_007_arcane_circuit_imprint,Construct,construct_007,arcane_circuit_imprint,50,false,Construct 대분류 기본 흔적
stl_construct_008_regular_step_marks,Construct,construct_008,regular_step_marks,65,true,Construct 대분류 기본 흔적
stl_construct_008_mechanical_scrapes,Construct,construct_008,mechanical_scrapes,60,false,Construct 대분류 기본 흔적
stl_construct_008_gear_oil_stain,Construct,construct_008,gear_oil_stain,55,false,Construct 대분류 기본 흔적
stl_construct_008_arcane_circuit_imprint,Construct,construct_008,arcane_circuit_imprint,50,false,Construct 대분류 기본 흔적
stl_construct_009_regular_step_marks,Construct,construct_009,regular_step_marks,65,true,Construct 대분류 기본 흔적
stl_construct_009_mechanical_scrapes,Construct,construct_009,mechanical_scrapes,60,false,Construct 대분류 기본 흔적
stl_construct_009_gear_oil_stain,Construct,construct_009,gear_oil_stain,55,false,Construct 대분류 기본 흔적
stl_construct_009_arcane_circuit_imprint,Construct,construct_009,arcane_circuit_imprint,50,false,Construct 대분류 기본 흔적
stl_construct_010_regular_step_marks,Construct,construct_010,regular_step_marks,65,true,Construct 대분류 기본 흔적
stl_construct_010_mechanical_scrapes,Construct,construct_010,mechanical_scrapes,60,false,Construct 대분류 기본 흔적
stl_construct_010_gear_oil_stain,Construct,construct_010,gear_oil_stain,55,false,Construct 대분류 기본 흔적
stl_construct_010_arcane_circuit_imprint,Construct,construct_010,arcane_circuit_imprint,50,false,Construct 대분류 기본 흔적
stl_construct_010_wet_mucus_patch,Construct,construct_010,wet_mucus_patch,90,true,수중 분류
stl_construct_010_slime_trail,Construct,construct_010,slime_trail,83,false,수중 분류
stl_construct_010_drag_marks,Construct,construct_010,drag_marks,76,false,수중 분류
stl_construct_011_regular_step_marks,Construct,construct_011,regular_step_marks,65,true,Construct 대분류 기본 흔적
stl_construct_011_mechanical_scrapes,Construct,construct_011,mechanical_scrapes,60,false,Construct 대분류 기본 흔적
stl_construct_011_gear_oil_stain,Construct,construct_011,gear_oil_stain,55,false,Construct 대분류 기본 흔적
stl_construct_011_arcane_circuit_imprint,Construct,construct_011,arcane_circuit_imprint,50,false,Construct 대분류 기본 흔적
stl_construct_012_regular_step_marks,Construct,construct_012,regular_step_marks,65,true,Construct 대분류 기본 흔적
stl_construct_012_mechanical_scrapes,Construct,construct_012,mechanical_scrapes,60,false,Construct 대분류 기본 흔적
stl_construct_012_gear_oil_stain,Construct,construct_012,gear_oil_stain,55,false,Construct 대분류 기본 흔적
stl_construct_012_arcane_circuit_imprint,Construct,construct_012,arcane_circuit_imprint,50,false,Construct 대분류 기본 흔적
stl_construct_012_wet_mucus_patch,Construct,construct_012,wet_mucus_patch,90,true,수중 분류
stl_construct_012_slime_trail,Construct,construct_012,slime_trail,83,false,수중 분류
stl_construct_012_drag_marks,Construct,construct_012,drag_marks,76,false,수중 분류
stl_construct_013_regular_step_marks,Construct,construct_013,regular_step_marks,65,true,Construct 대분류 기본 흔적
stl_construct_013_mechanical_scrapes,Construct,construct_013,mechanical_scrapes,60,false,Construct 대분류 기본 흔적
stl_construct_013_gear_oil_stain,Construct,construct_013,gear_oil_stain,55,false,Construct 대분류 기본 흔적
stl_construct_013_arcane_circuit_imprint,Construct,construct_013,arcane_circuit_imprint,50,false,Construct 대분류 기본 흔적
stl_construct_014_regular_step_marks,Construct,construct_014,regular_step_marks,65,true,Construct 대분류 기본 흔적
stl_construct_014_mechanical_scrapes,Construct,construct_014,mechanical_scrapes,60,false,Construct 대분류 기본 흔적
stl_construct_014_gear_oil_stain,Construct,construct_014,gear_oil_stain,55,false,Construct 대분류 기본 흔적
stl_construct_014_arcane_circuit_imprint,Construct,construct_014,arcane_circuit_imprint,50,false,Construct 대분류 기본 흔적
stl_construct_014_scorch_marks,Construct,construct_014,scorch_marks,90,true,화염 분류
stl_construct_014_elemental_distortion,Construct,construct_014,elemental_distortion,76,false,화염 분류
stl_construct_015_regular_step_marks,Construct,construct_015,regular_step_marks,65,true,Construct 대분류 기본 흔적
stl_construct_015_mechanical_scrapes,Construct,construct_015,mechanical_scrapes,60,false,Construct 대분류 기본 흔적
stl_construct_015_gear_oil_stain,Construct,construct_015,gear_oil_stain,55,false,Construct 대분류 기본 흔적
stl_construct_015_arcane_circuit_imprint,Construct,construct_015,arcane_circuit_imprint,50,false,Construct 대분류 기본 흔적
stl_construct_016_regular_step_marks,Construct,construct_016,regular_step_marks,65,true,Construct 대분류 기본 흔적
stl_construct_016_mechanical_scrapes,Construct,construct_016,mechanical_scrapes,60,false,Construct 대분류 기본 흔적
stl_construct_016_gear_oil_stain,Construct,construct_016,gear_oil_stain,55,false,Construct 대분류 기본 흔적
stl_construct_016_arcane_circuit_imprint,Construct,construct_016,arcane_circuit_imprint,50,false,Construct 대분류 기본 흔적
stl_construct_017_regular_step_marks,Construct,construct_017,regular_step_marks,65,true,Construct 대분류 기본 흔적
stl_construct_017_mechanical_scrapes,Construct,construct_017,mechanical_scrapes,60,false,Construct 대분류 기본 흔적
stl_construct_017_gear_oil_stain,Construct,construct_017,gear_oil_stain,55,false,Construct 대분류 기본 흔적
stl_construct_017_arcane_circuit_imprint,Construct,construct_017,arcane_circuit_imprint,50,false,Construct 대분류 기본 흔적
stl_construct_017_large_claw_gouge,Construct,construct_017,large_claw_gouge,90,true,용종 분류
stl_construct_017_breath_scorch_line,Construct,construct_017,breath_scorch_line,83,false,용종 분류
stl_construct_017_scorch_marks,Construct,construct_017,scorch_marks,76,false,용종 분류
stl_construct_017_frost_rime,Construct,construct_017,frost_rime,69,false,용종 분류
stl_construct_018_regular_step_marks,Construct,construct_018,regular_step_marks,65,true,Construct 대분류 기본 흔적
stl_construct_018_mechanical_scrapes,Construct,construct_018,mechanical_scrapes,60,false,Construct 대분류 기본 흔적
stl_construct_018_gear_oil_stain,Construct,construct_018,gear_oil_stain,55,false,Construct 대분류 기본 흔적
stl_construct_018_arcane_circuit_imprint,Construct,construct_018,arcane_circuit_imprint,50,false,Construct 대분류 기본 흔적
stl_dragon_001_large_claw_gouge,Dragon,dragon_001,large_claw_gouge,65,true,Dragon 대분류 기본 흔적
stl_dragon_001_breath_scorch_line,Dragon,dragon_001,breath_scorch_line,60,false,Dragon 대분류 기본 흔적
stl_dragon_001_scorch_marks,Dragon,dragon_001,scorch_marks,55,false,Dragon 대분류 기본 흔적
stl_dragon_001_huge_footprint,Dragon,dragon_001,huge_footprint,50,false,Dragon 대분류 기본 흔적
stl_dragon_001_frost_rime,Dragon,dragon_001,frost_rime,69,false,용종 분류
stl_dragon_001_footprints_deep,Dragon,dragon_001,footprints_deep,25,false,범용 보정 후보
stl_dragon_001_dried_blood,Dragon,dragon_001,dried_blood,25,false,범용 보정 후보
stl_dragon_001_territory_scratches,Dragon,dragon_001,territory_scratches,25,false,범용 보정 후보
stl_dragon_002_large_claw_gouge,Dragon,dragon_002,large_claw_gouge,65,true,Dragon 대분류 기본 흔적
stl_dragon_002_breath_scorch_line,Dragon,dragon_002,breath_scorch_line,60,false,Dragon 대분류 기본 흔적
stl_dragon_002_scorch_marks,Dragon,dragon_002,scorch_marks,55,false,Dragon 대분류 기본 흔적
stl_dragon_002_huge_footprint,Dragon,dragon_002,huge_footprint,50,false,Dragon 대분류 기본 흔적
stl_dragon_002_frost_rime,Dragon,dragon_002,frost_rime,69,false,용종 분류
stl_dragon_002_footprints_deep,Dragon,dragon_002,footprints_deep,25,false,범용 보정 후보
stl_dragon_002_dried_blood,Dragon,dragon_002,dried_blood,25,false,범용 보정 후보
stl_dragon_002_territory_scratches,Dragon,dragon_002,territory_scratches,25,false,범용 보정 후보
stl_dragon_003_large_claw_gouge,Dragon,dragon_003,large_claw_gouge,65,true,Dragon 대분류 기본 흔적
stl_dragon_003_breath_scorch_line,Dragon,dragon_003,breath_scorch_line,60,false,Dragon 대분류 기본 흔적
stl_dragon_003_scorch_marks,Dragon,dragon_003,scorch_marks,55,false,Dragon 대분류 기본 흔적
stl_dragon_003_huge_footprint,Dragon,dragon_003,huge_footprint,50,false,Dragon 대분류 기본 흔적
stl_dragon_003_frost_rime,Dragon,dragon_003,frost_rime,69,false,용종 분류
stl_dragon_003_psychic_nosebleed,Dragon,dragon_003,psychic_nosebleed,90,true,정신/환각 분류
stl_dragon_003_psychic_scratches,Dragon,dragon_003,psychic_scratches,76,false,정신/환각 분류
stl_dragon_003_footprints_deep,Dragon,dragon_003,footprints_deep,25,false,범용 보정 후보
stl_dragon_003_dried_blood,Dragon,dragon_003,dried_blood,25,false,범용 보정 후보
stl_dragon_003_territory_scratches,Dragon,dragon_003,territory_scratches,25,false,범용 보정 후보
stl_dragon_004_large_claw_gouge,Dragon,dragon_004,large_claw_gouge,65,true,Dragon 대분류 기본 흔적
stl_dragon_004_breath_scorch_line,Dragon,dragon_004,breath_scorch_line,60,false,Dragon 대분류 기본 흔적
stl_dragon_004_scorch_marks,Dragon,dragon_004,scorch_marks,55,false,Dragon 대분류 기본 흔적
stl_dragon_004_huge_footprint,Dragon,dragon_004,huge_footprint,50,false,Dragon 대분류 기본 흔적
stl_dragon_004_frost_rime,Dragon,dragon_004,frost_rime,69,false,용종 분류
stl_dragon_004_footprints_deep,Dragon,dragon_004,footprints_deep,25,false,범용 보정 후보
stl_dragon_004_dried_blood,Dragon,dragon_004,dried_blood,25,false,범용 보정 후보
stl_dragon_004_territory_scratches,Dragon,dragon_004,territory_scratches,25,false,범용 보정 후보
stl_dragon_005_large_claw_gouge,Dragon,dragon_005,large_claw_gouge,65,true,Dragon 대분류 기본 흔적
stl_dragon_005_breath_scorch_line,Dragon,dragon_005,breath_scorch_line,60,false,Dragon 대분류 기본 흔적
stl_dragon_005_scorch_marks,Dragon,dragon_005,scorch_marks,55,false,Dragon 대분류 기본 흔적
stl_dragon_005_huge_footprint,Dragon,dragon_005,huge_footprint,50,false,Dragon 대분류 기본 흔적
stl_dragon_005_frost_rime,Dragon,dragon_005,frost_rime,69,false,용종 분류
stl_dragon_005_high_nest,Dragon,dragon_005,high_nest,90,true,비행 분류
stl_dragon_005_broken_branches,Dragon,dragon_005,broken_branches,76,false,비행 분류
stl_dragon_005_footprints_deep,Dragon,dragon_005,footprints_deep,25,false,범용 보정 후보
stl_dragon_005_dried_blood,Dragon,dragon_005,dried_blood,25,false,범용 보정 후보
stl_dragon_005_territory_scratches,Dragon,dragon_005,territory_scratches,25,false,범용 보정 후보
stl_dragon_006_large_claw_gouge,Dragon,dragon_006,large_claw_gouge,65,true,Dragon 대분류 기본 흔적
stl_dragon_006_breath_scorch_line,Dragon,dragon_006,breath_scorch_line,60,false,Dragon 대분류 기본 흔적
stl_dragon_006_scorch_marks,Dragon,dragon_006,scorch_marks,55,false,Dragon 대분류 기본 흔적
stl_dragon_006_huge_footprint,Dragon,dragon_006,huge_footprint,50,false,Dragon 대분류 기본 흔적
stl_dragon_006_frost_rime,Dragon,dragon_006,frost_rime,69,false,용종 분류
stl_dragon_006_footprints_deep,Dragon,dragon_006,footprints_deep,25,false,범용 보정 후보
stl_dragon_006_dried_blood,Dragon,dragon_006,dried_blood,25,false,범용 보정 후보
stl_dragon_006_territory_scratches,Dragon,dragon_006,territory_scratches,25,false,범용 보정 후보
stl_dragon_007_large_claw_gouge,Dragon,dragon_007,large_claw_gouge,65,true,Dragon 대분류 기본 흔적
stl_dragon_007_breath_scorch_line,Dragon,dragon_007,breath_scorch_line,60,false,Dragon 대분류 기본 흔적
stl_dragon_007_scorch_marks,Dragon,dragon_007,scorch_marks,55,false,Dragon 대분류 기본 흔적
stl_dragon_007_huge_footprint,Dragon,dragon_007,huge_footprint,50,false,Dragon 대분류 기본 흔적
stl_dragon_007_frost_rime,Dragon,dragon_007,frost_rime,69,false,용종 분류
stl_dragon_007_footprints_deep,Dragon,dragon_007,footprints_deep,25,false,범용 보정 후보
stl_dragon_007_dried_blood,Dragon,dragon_007,dried_blood,25,false,범용 보정 후보
stl_dragon_007_territory_scratches,Dragon,dragon_007,territory_scratches,25,false,범용 보정 후보
stl_dragon_008_large_claw_gouge,Dragon,dragon_008,large_claw_gouge,65,true,Dragon 대분류 기본 흔적
stl_dragon_008_breath_scorch_line,Dragon,dragon_008,breath_scorch_line,60,false,Dragon 대분류 기본 흔적
stl_dragon_008_scorch_marks,Dragon,dragon_008,scorch_marks,55,false,Dragon 대분류 기본 흔적
stl_dragon_008_huge_footprint,Dragon,dragon_008,huge_footprint,50,false,Dragon 대분류 기본 흔적
stl_dragon_008_frost_rime,Dragon,dragon_008,frost_rime,69,false,용종 분류
stl_dragon_008_wet_mucus_patch,Dragon,dragon_008,wet_mucus_patch,90,true,수중 분류
stl_dragon_008_slime_trail,Dragon,dragon_008,slime_trail,83,false,수중 분류
stl_dragon_008_drag_marks,Dragon,dragon_008,drag_marks,76,false,수중 분류
stl_dragon_008_footprints_deep,Dragon,dragon_008,footprints_deep,25,false,범용 보정 후보
stl_dragon_008_dried_blood,Dragon,dragon_008,dried_blood,25,false,범용 보정 후보
stl_dragon_008_territory_scratches,Dragon,dragon_008,territory_scratches,25,false,범용 보정 후보
stl_dragon_009_large_claw_gouge,Dragon,dragon_009,large_claw_gouge,65,true,Dragon 대분류 기본 흔적
stl_dragon_009_breath_scorch_line,Dragon,dragon_009,breath_scorch_line,60,false,Dragon 대분류 기본 흔적
stl_dragon_009_scorch_marks,Dragon,dragon_009,scorch_marks,55,false,Dragon 대분류 기본 흔적
stl_dragon_009_huge_footprint,Dragon,dragon_009,huge_footprint,50,false,Dragon 대분류 기본 흔적
stl_dragon_009_frost_rime,Dragon,dragon_009,frost_rime,69,false,용종 분류
stl_dragon_009_footprints_deep,Dragon,dragon_009,footprints_deep,25,false,범용 보정 후보
stl_dragon_009_dried_blood,Dragon,dragon_009,dried_blood,25,false,범용 보정 후보
stl_dragon_009_territory_scratches,Dragon,dragon_009,territory_scratches,25,false,범용 보정 후보
stl_dragon_010_large_claw_gouge,Dragon,dragon_010,large_claw_gouge,65,true,Dragon 대분류 기본 흔적
stl_dragon_010_breath_scorch_line,Dragon,dragon_010,breath_scorch_line,60,false,Dragon 대분류 기본 흔적
stl_dragon_010_scorch_marks,Dragon,dragon_010,scorch_marks,55,false,Dragon 대분류 기본 흔적
stl_dragon_010_huge_footprint,Dragon,dragon_010,huge_footprint,50,false,Dragon 대분류 기본 흔적
stl_dragon_010_frost_rime,Dragon,dragon_010,frost_rime,69,false,용종 분류
stl_dragon_010_footprints_deep,Dragon,dragon_010,footprints_deep,25,false,범용 보정 후보
stl_dragon_010_dried_blood,Dragon,dragon_010,dried_blood,25,false,범용 보정 후보
stl_dragon_010_territory_scratches,Dragon,dragon_010,territory_scratches,25,false,범용 보정 후보
stl_dragon_011_large_claw_gouge,Dragon,dragon_011,large_claw_gouge,65,true,Dragon 대분류 기본 흔적
stl_dragon_011_breath_scorch_line,Dragon,dragon_011,breath_scorch_line,60,false,Dragon 대분류 기본 흔적
stl_dragon_011_scorch_marks,Dragon,dragon_011,scorch_marks,55,false,Dragon 대분류 기본 흔적
stl_dragon_011_huge_footprint,Dragon,dragon_011,huge_footprint,50,false,Dragon 대분류 기본 흔적
stl_dragon_011_frost_rime,Dragon,dragon_011,frost_rime,69,false,용종 분류
stl_dragon_011_wet_mucus_patch,Dragon,dragon_011,wet_mucus_patch,90,true,수중 분류
stl_dragon_011_slime_trail,Dragon,dragon_011,slime_trail,83,false,수중 분류
stl_dragon_011_drag_marks,Dragon,dragon_011,drag_marks,76,false,수중 분류
stl_dragon_011_footprints_deep,Dragon,dragon_011,footprints_deep,25,false,범용 보정 후보
stl_dragon_011_dried_blood,Dragon,dragon_011,dried_blood,25,false,범용 보정 후보
stl_dragon_011_territory_scratches,Dragon,dragon_011,territory_scratches,25,false,범용 보정 후보
stl_dragon_012_large_claw_gouge,Dragon,dragon_012,large_claw_gouge,65,true,Dragon 대분류 기본 흔적
stl_dragon_012_breath_scorch_line,Dragon,dragon_012,breath_scorch_line,60,false,Dragon 대분류 기본 흔적
stl_dragon_012_scorch_marks,Dragon,dragon_012,scorch_marks,55,false,Dragon 대분류 기본 흔적
stl_dragon_012_huge_footprint,Dragon,dragon_012,huge_footprint,50,false,Dragon 대분류 기본 흔적
stl_dragon_012_frost_rime,Dragon,dragon_012,frost_rime,69,false,용종 분류
stl_dragon_012_footprints_deep,Dragon,dragon_012,footprints_deep,25,false,범용 보정 후보
stl_dragon_012_dried_blood,Dragon,dragon_012,dried_blood,25,false,범용 보정 후보
stl_dragon_012_territory_scratches,Dragon,dragon_012,territory_scratches,25,false,범용 보정 후보
stl_dragon_013_large_claw_gouge,Dragon,dragon_013,large_claw_gouge,65,true,Dragon 대분류 기본 흔적
stl_dragon_013_breath_scorch_line,Dragon,dragon_013,breath_scorch_line,60,false,Dragon 대분류 기본 흔적
stl_dragon_013_scorch_marks,Dragon,dragon_013,scorch_marks,55,false,Dragon 대분류 기본 흔적
stl_dragon_013_huge_footprint,Dragon,dragon_013,huge_footprint,50,false,Dragon 대분류 기본 흔적
stl_dragon_013_frost_rime,Dragon,dragon_013,frost_rime,69,false,용종 분류
stl_dragon_013_elemental_distortion,Dragon,dragon_013,elemental_distortion,76,false,화염 분류
stl_dragon_013_static_burns,Dragon,dragon_013,static_burns,90,true,번개/폭풍 분류
stl_dragon_013_thunder_cracks,Dragon,dragon_013,thunder_cracks,83,false,번개/폭풍 분류
stl_dragon_013_footprints_deep,Dragon,dragon_013,footprints_deep,25,false,범용 보정 후보
stl_dragon_013_dried_blood,Dragon,dragon_013,dried_blood,25,false,범용 보정 후보
stl_dragon_013_territory_scratches,Dragon,dragon_013,territory_scratches,25,false,범용 보정 후보
stl_dragon_014_large_claw_gouge,Dragon,dragon_014,large_claw_gouge,65,true,Dragon 대분류 기본 흔적
stl_dragon_014_breath_scorch_line,Dragon,dragon_014,breath_scorch_line,60,false,Dragon 대분류 기본 흔적
stl_dragon_014_scorch_marks,Dragon,dragon_014,scorch_marks,55,false,Dragon 대분류 기본 흔적
stl_dragon_014_huge_footprint,Dragon,dragon_014,huge_footprint,50,false,Dragon 대분류 기본 흔적
stl_dragon_014_torn_carcass,Dragon,dragon_014,torn_carcass,90,true,시체형/부패형 분류
stl_dragon_014_necrotic_wither,Dragon,dragon_014,necrotic_wither,83,false,시체형/부패형 분류
stl_dragon_014_grave_soil,Dragon,dragon_014,grave_soil,76,false,시체형/부패형 분류
stl_dragon_014_dried_blood,Dragon,dragon_014,dried_blood,69,false,시체형/부패형 분류
stl_dragon_014_black_ichor,Dragon,dragon_014,black_ichor,62,false,시체형/부패형 분류
stl_dragon_014_frost_rime,Dragon,dragon_014,frost_rime,69,false,용종 분류
stl_dragon_014_slime_trail,Dragon,dragon_014,slime_trail,90,true,점액/산성 분류
stl_dragon_014_acid_scars,Dragon,dragon_014,acid_scars,83,false,점액/산성 분류
stl_dragon_014_dissolved_gear,Dragon,dragon_014,dissolved_gear,76,false,점액/산성 분류
stl_dragon_014_slime_puddle,Dragon,dragon_014,slime_puddle,69,false,점액/산성 분류
stl_dragon_014_poison_stain,Dragon,dragon_014,poison_stain,90,true,독성/질병 분류
stl_dragon_014_footprints_deep,Dragon,dragon_014,footprints_deep,25,false,범용 보정 후보
stl_dragon_014_territory_scratches,Dragon,dragon_014,territory_scratches,25,false,범용 보정 후보
stl_dragon_015_large_claw_gouge,Dragon,dragon_015,large_claw_gouge,65,true,Dragon 대분류 기본 흔적
stl_dragon_015_breath_scorch_line,Dragon,dragon_015,breath_scorch_line,60,false,Dragon 대분류 기본 흔적
stl_dragon_015_scorch_marks,Dragon,dragon_015,scorch_marks,55,false,Dragon 대분류 기본 흔적
stl_dragon_015_huge_footprint,Dragon,dragon_015,huge_footprint,50,false,Dragon 대분류 기본 흔적
stl_dragon_015_frost_rime,Dragon,dragon_015,frost_rime,69,false,용종 분류
stl_dragon_015_psychic_nosebleed,Dragon,dragon_015,psychic_nosebleed,90,true,정신/환각 분류
stl_dragon_015_psychic_scratches,Dragon,dragon_015,psychic_scratches,76,false,정신/환각 분류
stl_dragon_015_footprints_deep,Dragon,dragon_015,footprints_deep,25,false,범용 보정 후보
stl_dragon_015_dried_blood,Dragon,dragon_015,dried_blood,25,false,범용 보정 후보
stl_dragon_015_territory_scratches,Dragon,dragon_015,territory_scratches,25,false,범용 보정 후보
stl_dragon_016_large_claw_gouge,Dragon,dragon_016,large_claw_gouge,65,true,Dragon 대분류 기본 흔적
stl_dragon_016_breath_scorch_line,Dragon,dragon_016,breath_scorch_line,60,false,Dragon 대분류 기본 흔적
stl_dragon_016_scorch_marks,Dragon,dragon_016,scorch_marks,55,false,Dragon 대분류 기본 흔적
stl_dragon_016_huge_footprint,Dragon,dragon_016,huge_footprint,50,false,Dragon 대분류 기본 흔적
stl_dragon_016_frost_rime,Dragon,dragon_016,frost_rime,69,false,용종 분류
stl_dragon_016_wet_mucus_patch,Dragon,dragon_016,wet_mucus_patch,90,true,수중 분류
stl_dragon_016_slime_trail,Dragon,dragon_016,slime_trail,83,false,수중 분류
stl_dragon_016_drag_marks,Dragon,dragon_016,drag_marks,76,false,수중 분류
stl_dragon_016_footprints_deep,Dragon,dragon_016,footprints_deep,25,false,범용 보정 후보
stl_dragon_016_dried_blood,Dragon,dragon_016,dried_blood,25,false,범용 보정 후보
stl_dragon_016_territory_scratches,Dragon,dragon_016,territory_scratches,25,false,범용 보정 후보
stl_dragon_017_large_claw_gouge,Dragon,dragon_017,large_claw_gouge,65,true,Dragon 대분류 기본 흔적
stl_dragon_017_breath_scorch_line,Dragon,dragon_017,breath_scorch_line,60,false,Dragon 대분류 기본 흔적
stl_dragon_017_scorch_marks,Dragon,dragon_017,scorch_marks,55,false,Dragon 대분류 기본 흔적
stl_dragon_017_huge_footprint,Dragon,dragon_017,huge_footprint,50,false,Dragon 대분류 기본 흔적
stl_dragon_017_frost_rime,Dragon,dragon_017,frost_rime,69,false,용종 분류
stl_dragon_017_footprints_deep,Dragon,dragon_017,footprints_deep,25,false,범용 보정 후보
stl_dragon_017_dried_blood,Dragon,dragon_017,dried_blood,25,false,범용 보정 후보
stl_dragon_017_territory_scratches,Dragon,dragon_017,territory_scratches,25,false,범용 보정 후보
stl_dragon_018_large_claw_gouge,Dragon,dragon_018,large_claw_gouge,65,true,Dragon 대분류 기본 흔적
stl_dragon_018_breath_scorch_line,Dragon,dragon_018,breath_scorch_line,60,false,Dragon 대분류 기본 흔적
stl_dragon_018_scorch_marks,Dragon,dragon_018,scorch_marks,55,false,Dragon 대분류 기본 흔적
stl_dragon_018_huge_footprint,Dragon,dragon_018,huge_footprint,50,false,Dragon 대분류 기본 흔적
stl_dragon_018_frost_rime,Dragon,dragon_018,frost_rime,69,false,용종 분류
stl_dragon_018_sulfur_smell,Dragon,dragon_018,sulfur_smell,90,true,악마체 분류
stl_dragon_018_burnt_contract_scraps,Dragon,dragon_018,burnt_contract_scraps,83,false,악마체 분류
stl_dragon_018_black_ichor,Dragon,dragon_018,black_ichor,76,false,악마체 분류
stl_dragon_018_footprints_deep,Dragon,dragon_018,footprints_deep,25,false,범용 보정 후보
stl_dragon_018_dried_blood,Dragon,dragon_018,dried_blood,25,false,범용 보정 후보
stl_dragon_018_territory_scratches,Dragon,dragon_018,territory_scratches,25,false,범용 보정 후보
stl_dragon_019_large_claw_gouge,Dragon,dragon_019,large_claw_gouge,65,true,Dragon 대분류 기본 흔적
stl_dragon_019_breath_scorch_line,Dragon,dragon_019,breath_scorch_line,60,false,Dragon 대분류 기본 흔적
stl_dragon_019_scorch_marks,Dragon,dragon_019,scorch_marks,55,false,Dragon 대분류 기본 흔적
stl_dragon_019_huge_footprint,Dragon,dragon_019,huge_footprint,50,false,Dragon 대분류 기본 흔적
stl_dragon_019_frost_rime,Dragon,dragon_019,frost_rime,69,false,용종 분류
stl_dragon_019_footprints_deep,Dragon,dragon_019,footprints_deep,25,false,범용 보정 후보
stl_dragon_019_dried_blood,Dragon,dragon_019,dried_blood,25,false,범용 보정 후보
stl_dragon_019_territory_scratches,Dragon,dragon_019,territory_scratches,25,false,범용 보정 후보
stl_dragon_020_large_claw_gouge,Dragon,dragon_020,large_claw_gouge,65,true,Dragon 대분류 기본 흔적
stl_dragon_020_breath_scorch_line,Dragon,dragon_020,breath_scorch_line,60,false,Dragon 대분류 기본 흔적
stl_dragon_020_scorch_marks,Dragon,dragon_020,scorch_marks,55,false,Dragon 대분류 기본 흔적
stl_dragon_020_huge_footprint,Dragon,dragon_020,huge_footprint,50,false,Dragon 대분류 기본 흔적
stl_dragon_020_frost_rime,Dragon,dragon_020,frost_rime,69,false,용종 분류
stl_dragon_020_wet_mucus_patch,Dragon,dragon_020,wet_mucus_patch,90,true,수중 분류
stl_dragon_020_slime_trail,Dragon,dragon_020,slime_trail,83,false,수중 분류
stl_dragon_020_drag_marks,Dragon,dragon_020,drag_marks,76,false,수중 분류
stl_dragon_020_footprints_deep,Dragon,dragon_020,footprints_deep,25,false,범용 보정 후보
stl_dragon_020_dried_blood,Dragon,dragon_020,dried_blood,25,false,범용 보정 후보
stl_dragon_020_territory_scratches,Dragon,dragon_020,territory_scratches,25,false,범용 보정 후보
stl_elemental_001_elemental_distortion,Elemental,elemental_001,elemental_distortion,65,true,Elemental 대분류 기본 흔적
stl_elemental_001_floating_motes,Elemental,elemental_001,floating_motes,60,false,Elemental 대분류 기본 흔적
stl_elemental_001_scorch_marks,Elemental,elemental_001,scorch_marks,55,false,Elemental 대분류 기본 흔적
stl_elemental_001_frost_rime,Elemental,elemental_001,frost_rime,50,false,Elemental 대분류 기본 흔적
stl_elemental_002_elemental_distortion,Elemental,elemental_002,elemental_distortion,65,true,Elemental 대분류 기본 흔적
stl_elemental_002_floating_motes,Elemental,elemental_002,floating_motes,60,false,Elemental 대분류 기본 흔적
stl_elemental_002_scorch_marks,Elemental,elemental_002,scorch_marks,55,false,Elemental 대분류 기본 흔적
stl_elemental_002_frost_rime,Elemental,elemental_002,frost_rime,50,false,Elemental 대분류 기본 흔적
stl_elemental_003_elemental_distortion,Elemental,elemental_003,elemental_distortion,65,true,Elemental 대분류 기본 흔적
stl_elemental_003_floating_motes,Elemental,elemental_003,floating_motes,60,false,Elemental 대분류 기본 흔적
stl_elemental_003_scorch_marks,Elemental,elemental_003,scorch_marks,55,false,Elemental 대분류 기본 흔적
