link_id,major_type_en,subtype_id,resource_id,weight,required,notes
srl_construct_017_construct_gear,Construct,construct_017,construct_gear,60,false,Construct 대분류 기본 자원
srl_construct_017_animated_armor_plate,Construct,construct_017,animated_armor_plate,55,false,Construct 대분류 기본 자원
srl_construct_017_golem_core_chip,Construct,construct_017,golem_core_chip,50,false,Construct 대분류 기본 자원
srl_construct_017_dragon_scale,Construct,construct_017,dragon_scale,90,true,용종 분류
srl_construct_017_dragon_blood,Construct,construct_017,dragon_blood,83,false,용종 분류
srl_construct_017_dragon_breath_sac,Construct,construct_017,dragon_breath_sac,76,false,용종 분류
srl_construct_017_dragon_horn,Construct,construct_017,dragon_horn,69,false,용종 분류
srl_construct_018_arcane_circuit,Construct,construct_018,arcane_circuit,65,true,Construct 대분류 기본 자원
srl_construct_018_construct_gear,Construct,construct_018,construct_gear,60,false,Construct 대분류 기본 자원
srl_construct_018_animated_armor_plate,Construct,construct_018,animated_armor_plate,55,false,Construct 대분류 기본 자원
srl_construct_018_golem_core_chip,Construct,construct_018,golem_core_chip,50,false,Construct 대분류 기본 자원
srl_dragon_001_dragon_scale,Dragon,dragon_001,dragon_scale,65,true,Dragon 대분류 기본 자원
srl_dragon_001_dragon_blood,Dragon,dragon_001,dragon_blood,60,false,Dragon 대분류 기본 자원
srl_dragon_001_dragon_horn,Dragon,dragon_001,dragon_horn,55,false,Dragon 대분류 기본 자원
srl_dragon_001_dragon_breath_sac,Dragon,dragon_001,dragon_breath_sac,50,false,Dragon 대분류 기본 자원
srl_dragon_001_blood_sample,Dragon,dragon_001,blood_sample,20,false,범용 보정 후보
srl_dragon_001_hide,Dragon,dragon_001,hide,20,false,범용 보정 후보
srl_dragon_001_claw,Dragon,dragon_001,claw,20,false,범용 보정 후보
srl_dragon_002_dragon_scale,Dragon,dragon_002,dragon_scale,65,true,Dragon 대분류 기본 자원
srl_dragon_002_dragon_blood,Dragon,dragon_002,dragon_blood,60,false,Dragon 대분류 기본 자원
srl_dragon_002_dragon_horn,Dragon,dragon_002,dragon_horn,55,false,Dragon 대분류 기본 자원
srl_dragon_002_dragon_breath_sac,Dragon,dragon_002,dragon_breath_sac,50,false,Dragon 대분류 기본 자원
srl_dragon_002_blood_sample,Dragon,dragon_002,blood_sample,20,false,범용 보정 후보
srl_dragon_002_hide,Dragon,dragon_002,hide,20,false,범용 보정 후보
srl_dragon_002_claw,Dragon,dragon_002,claw,20,false,범용 보정 후보
srl_dragon_003_dragon_scale,Dragon,dragon_003,dragon_scale,65,true,Dragon 대분류 기본 자원
srl_dragon_003_dragon_blood,Dragon,dragon_003,dragon_blood,60,false,Dragon 대분류 기본 자원
srl_dragon_003_dragon_horn,Dragon,dragon_003,dragon_horn,55,false,Dragon 대분류 기본 자원
srl_dragon_003_dragon_breath_sac,Dragon,dragon_003,dragon_breath_sac,50,false,Dragon 대분류 기본 자원
srl_dragon_003_psychic_tissue,Dragon,dragon_003,psychic_tissue,90,true,정신/환각 분류
srl_dragon_003_brain,Dragon,dragon_003,brain,83,false,정신/환각 분류
srl_dragon_003_blood_sample,Dragon,dragon_003,blood_sample,20,false,범용 보정 후보
srl_dragon_003_hide,Dragon,dragon_003,hide,20,false,범용 보정 후보
srl_dragon_003_claw,Dragon,dragon_003,claw,20,false,범용 보정 후보
srl_dragon_004_dragon_scale,Dragon,dragon_004,dragon_scale,65,true,Dragon 대분류 기본 자원
srl_dragon_004_dragon_blood,Dragon,dragon_004,dragon_blood,60,false,Dragon 대분류 기본 자원
srl_dragon_004_dragon_horn,Dragon,dragon_004,dragon_horn,55,false,Dragon 대분류 기본 자원
srl_dragon_004_dragon_breath_sac,Dragon,dragon_004,dragon_breath_sac,50,false,Dragon 대분류 기본 자원
srl_dragon_004_blood_sample,Dragon,dragon_004,blood_sample,20,false,범용 보정 후보
srl_dragon_004_hide,Dragon,dragon_004,hide,20,false,범용 보정 후보
srl_dragon_004_claw,Dragon,dragon_004,claw,20,false,범용 보정 후보
srl_dragon_005_dragon_scale,Dragon,dragon_005,dragon_scale,65,true,Dragon 대분류 기본 자원
srl_dragon_005_dragon_blood,Dragon,dragon_005,dragon_blood,60,false,Dragon 대분류 기본 자원
srl_dragon_005_dragon_horn,Dragon,dragon_005,dragon_horn,55,false,Dragon 대분류 기본 자원
srl_dragon_005_dragon_breath_sac,Dragon,dragon_005,dragon_breath_sac,50,false,Dragon 대분류 기본 자원
srl_dragon_005_feather,Dragon,dragon_005,feather,90,true,비행 분류
srl_dragon_005_wing_membrane,Dragon,dragon_005,wing_membrane,83,false,비행 분류
srl_dragon_005_claw,Dragon,dragon_005,claw,76,false,비행 분류
srl_dragon_005_blood_sample,Dragon,dragon_005,blood_sample,20,false,범용 보정 후보
srl_dragon_005_hide,Dragon,dragon_005,hide,20,false,범용 보정 후보
srl_dragon_006_dragon_scale,Dragon,dragon_006,dragon_scale,65,true,Dragon 대분류 기본 자원
srl_dragon_006_dragon_blood,Dragon,dragon_006,dragon_blood,60,false,Dragon 대분류 기본 자원
srl_dragon_006_dragon_horn,Dragon,dragon_006,dragon_horn,55,false,Dragon 대분류 기본 자원
srl_dragon_006_dragon_breath_sac,Dragon,dragon_006,dragon_breath_sac,50,false,Dragon 대분류 기본 자원
srl_dragon_006_blood_sample,Dragon,dragon_006,blood_sample,20,false,범용 보정 후보
srl_dragon_006_hide,Dragon,dragon_006,hide,20,false,범용 보정 후보
srl_dragon_006_claw,Dragon,dragon_006,claw,20,false,범용 보정 후보
srl_dragon_007_dragon_scale,Dragon,dragon_007,dragon_scale,65,true,Dragon 대분류 기본 자원
srl_dragon_007_dragon_blood,Dragon,dragon_007,dragon_blood,60,false,Dragon 대분류 기본 자원
srl_dragon_007_dragon_horn,Dragon,dragon_007,dragon_horn,55,false,Dragon 대분류 기본 자원
srl_dragon_007_dragon_breath_sac,Dragon,dragon_007,dragon_breath_sac,50,false,Dragon 대분류 기본 자원
srl_dragon_007_blood_sample,Dragon,dragon_007,blood_sample,20,false,범용 보정 후보
srl_dragon_007_hide,Dragon,dragon_007,hide,20,false,범용 보정 후보
srl_dragon_007_claw,Dragon,dragon_007,claw,20,false,범용 보정 후보
srl_dragon_008_dragon_scale,Dragon,dragon_008,dragon_scale,65,true,Dragon 대분류 기본 자원
srl_dragon_008_dragon_blood,Dragon,dragon_008,dragon_blood,60,false,Dragon 대분류 기본 자원
srl_dragon_008_dragon_horn,Dragon,dragon_008,dragon_horn,55,false,Dragon 대분류 기본 자원
srl_dragon_008_dragon_breath_sac,Dragon,dragon_008,dragon_breath_sac,50,false,Dragon 대분류 기본 자원
srl_dragon_008_slime_sample,Dragon,dragon_008,slime_sample,90,true,수중 분류
srl_dragon_008_scale,Dragon,dragon_008,scale,83,false,수중 분류
srl_dragon_008_blood_sample,Dragon,dragon_008,blood_sample,20,false,범용 보정 후보
srl_dragon_008_hide,Dragon,dragon_008,hide,20,false,범용 보정 후보
srl_dragon_008_claw,Dragon,dragon_008,claw,20,false,범용 보정 후보
srl_dragon_009_dragon_scale,Dragon,dragon_009,dragon_scale,65,true,Dragon 대분류 기본 자원
srl_dragon_009_dragon_blood,Dragon,dragon_009,dragon_blood,60,false,Dragon 대분류 기본 자원
srl_dragon_009_dragon_horn,Dragon,dragon_009,dragon_horn,55,false,Dragon 대분류 기본 자원
srl_dragon_009_dragon_breath_sac,Dragon,dragon_009,dragon_breath_sac,50,false,Dragon 대분류 기본 자원
srl_dragon_009_blood_sample,Dragon,dragon_009,blood_sample,20,false,범용 보정 후보
srl_dragon_009_hide,Dragon,dragon_009,hide,20,false,범용 보정 후보
srl_dragon_009_claw,Dragon,dragon_009,claw,20,false,범용 보정 후보
srl_dragon_010_dragon_scale,Dragon,dragon_010,dragon_scale,65,true,Dragon 대분류 기본 자원
srl_dragon_010_dragon_blood,Dragon,dragon_010,dragon_blood,60,false,Dragon 대분류 기본 자원
srl_dragon_010_dragon_horn,Dragon,dragon_010,dragon_horn,55,false,Dragon 대분류 기본 자원
srl_dragon_010_dragon_breath_sac,Dragon,dragon_010,dragon_breath_sac,50,false,Dragon 대분류 기본 자원
srl_dragon_010_blood_sample,Dragon,dragon_010,blood_sample,20,false,범용 보정 후보
srl_dragon_010_hide,Dragon,dragon_010,hide,20,false,범용 보정 후보
srl_dragon_010_claw,Dragon,dragon_010,claw,20,false,범용 보정 후보
srl_dragon_011_dragon_scale,Dragon,dragon_011,dragon_scale,65,true,Dragon 대분류 기본 자원
srl_dragon_011_dragon_blood,Dragon,dragon_011,dragon_blood,60,false,Dragon 대분류 기본 자원
srl_dragon_011_dragon_horn,Dragon,dragon_011,dragon_horn,55,false,Dragon 대분류 기본 자원
srl_dragon_011_dragon_breath_sac,Dragon,dragon_011,dragon_breath_sac,50,false,Dragon 대분류 기본 자원
srl_dragon_011_slime_sample,Dragon,dragon_011,slime_sample,90,true,수중 분류
srl_dragon_011_scale,Dragon,dragon_011,scale,83,false,수중 분류
srl_dragon_011_blood_sample,Dragon,dragon_011,blood_sample,20,false,범용 보정 후보
srl_dragon_011_hide,Dragon,dragon_011,hide,20,false,범용 보정 후보
srl_dragon_011_claw,Dragon,dragon_011,claw,20,false,범용 보정 후보
srl_dragon_012_dragon_scale,Dragon,dragon_012,dragon_scale,65,true,Dragon 대분류 기본 자원
srl_dragon_012_dragon_blood,Dragon,dragon_012,dragon_blood,60,false,Dragon 대분류 기본 자원
srl_dragon_012_dragon_horn,Dragon,dragon_012,dragon_horn,55,false,Dragon 대분류 기본 자원
srl_dragon_012_dragon_breath_sac,Dragon,dragon_012,dragon_breath_sac,50,false,Dragon 대분류 기본 자원
srl_dragon_012_blood_sample,Dragon,dragon_012,blood_sample,20,false,범용 보정 후보
srl_dragon_012_hide,Dragon,dragon_012,hide,20,false,범용 보정 후보
srl_dragon_012_claw,Dragon,dragon_012,claw,20,false,범용 보정 후보
srl_dragon_013_dragon_scale,Dragon,dragon_013,dragon_scale,65,true,Dragon 대분류 기본 자원
srl_dragon_013_dragon_blood,Dragon,dragon_013,dragon_blood,60,false,Dragon 대분류 기본 자원
srl_dragon_013_dragon_horn,Dragon,dragon_013,dragon_horn,55,false,Dragon 대분류 기본 자원
srl_dragon_013_dragon_breath_sac,Dragon,dragon_013,dragon_breath_sac,50,false,Dragon 대분류 기본 자원
srl_dragon_013_elemental_ember,Dragon,dragon_013,elemental_ember,90,true,화염 분류
srl_dragon_013_elemental_core,Dragon,dragon_013,elemental_core,83,false,화염 분류
srl_dragon_013_blackened_hide_piece,Dragon,dragon_013,blackened_hide_piece,76,false,화염 분류
srl_dragon_013_elemental_ice_core,Dragon,dragon_013,elemental_ice_core,90,true,냉기 분류
srl_dragon_013_crystal_blood,Dragon,dragon_013,crystal_blood,76,false,냉기 분류
srl_dragon_013_elemental_residue,Dragon,dragon_013,elemental_residue,83,false,번개/폭풍 분류
srl_dragon_013_crystal_organ_piece,Dragon,dragon_013,crystal_organ_piece,76,false,번개/폭풍 분류
srl_dragon_013_blood_sample,Dragon,dragon_013,blood_sample,20,false,범용 보정 후보
srl_dragon_013_hide,Dragon,dragon_013,hide,20,false,범용 보정 후보
srl_dragon_013_claw,Dragon,dragon_013,claw,20,false,범용 보정 후보
srl_dragon_014_dragon_scale,Dragon,dragon_014,dragon_scale,65,true,Dragon 대분류 기본 자원
srl_dragon_014_dragon_blood,Dragon,dragon_014,dragon_blood,60,false,Dragon 대분류 기본 자원
srl_dragon_014_dragon_horn,Dragon,dragon_014,dragon_horn,55,false,Dragon 대분류 기본 자원
srl_dragon_014_dragon_breath_sac,Dragon,dragon_014,dragon_breath_sac,50,false,Dragon 대분류 기본 자원
srl_dragon_014_grave_dust,Dragon,dragon_014,grave_dust,90,true,시체형/부패형 분류
srl_dragon_014_blackened_organ_piece,Dragon,dragon_014,blackened_organ_piece,83,false,시체형/부패형 분류
srl_dragon_014_necrotic_bone,Dragon,dragon_014,necrotic_bone,76,false,시체형/부패형 분류
srl_dragon_014_blood_sample,Dragon,dragon_014,blood_sample,69,false,시체형/부패형 분류
srl_dragon_014_ichor_sample,Dragon,dragon_014,ichor_sample,62,false,시체형/부패형 분류
srl_dragon_014_ooze_core_sample,Dragon,dragon_014,ooze_core_sample,90,true,점액/산성 분류
srl_dragon_014_acidic_slime,Dragon,dragon_014,acidic_slime,83,false,점액/산성 분류
srl_dragon_014_slime_sample,Dragon,dragon_014,slime_sample,76,false,점액/산성 분류
srl_dragon_014_acid_gland,Dragon,dragon_014,acid_gland,69,false,점액/산성 분류
srl_dragon_014_venom_sac,Dragon,dragon_014,venom_sac,90,true,독성/질병 분류
srl_dragon_014_liver,Dragon,dragon_014,liver,76,false,독성/질병 분류
srl_dragon_014_hide,Dragon,dragon_014,hide,20,false,범용 보정 후보
srl_dragon_014_claw,Dragon,dragon_014,claw,20,false,범용 보정 후보
srl_dragon_015_dragon_scale,Dragon,dragon_015,dragon_scale,65,true,Dragon 대분류 기본 자원
srl_dragon_015_dragon_blood,Dragon,dragon_015,dragon_blood,60,false,Dragon 대분류 기본 자원
srl_dragon_015_dragon_horn,Dragon,dragon_015,dragon_horn,55,false,Dragon 대분류 기본 자원
srl_dragon_015_dragon_breath_sac,Dragon,dragon_015,dragon_breath_sac,50,false,Dragon 대분류 기본 자원
srl_dragon_015_psychic_tissue,Dragon,dragon_015,psychic_tissue,90,true,정신/환각 분류
srl_dragon_015_brain,Dragon,dragon_015,brain,83,false,정신/환각 분류
srl_dragon_015_blood_sample,Dragon,dragon_015,blood_sample,20,false,범용 보정 후보
srl_dragon_015_hide,Dragon,dragon_015,hide,20,false,범용 보정 후보
srl_dragon_015_claw,Dragon,dragon_015,claw,20,false,범용 보정 후보
srl_dragon_016_dragon_scale,Dragon,dragon_016,dragon_scale,65,true,Dragon 대분류 기본 자원
srl_dragon_016_dragon_blood,Dragon,dragon_016,dragon_blood,60,false,Dragon 대분류 기본 자원
srl_dragon_016_dragon_horn,Dragon,dragon_016,dragon_horn,55,false,Dragon 대분류 기본 자원
srl_dragon_016_dragon_breath_sac,Dragon,dragon_016,dragon_breath_sac,50,false,Dragon 대분류 기본 자원
srl_dragon_016_slime_sample,Dragon,dragon_016,slime_sample,90,true,수중 분류
srl_dragon_016_scale,Dragon,dragon_016,scale,83,false,수중 분류
srl_dragon_016_blood_sample,Dragon,dragon_016,blood_sample,20,false,범용 보정 후보
srl_dragon_016_hide,Dragon,dragon_016,hide,20,false,범용 보정 후보
srl_dragon_016_claw,Dragon,dragon_016,claw,20,false,범용 보정 후보
srl_dragon_017_dragon_scale,Dragon,dragon_017,dragon_scale,65,true,Dragon 대분류 기본 자원
srl_dragon_017_dragon_blood,Dragon,dragon_017,dragon_blood,60,false,Dragon 대분류 기본 자원
srl_dragon_017_dragon_horn,Dragon,dragon_017,dragon_horn,55,false,Dragon 대분류 기본 자원
srl_dragon_017_dragon_breath_sac,Dragon,dragon_017,dragon_breath_sac,50,false,Dragon 대분류 기본 자원
srl_dragon_017_blood_sample,Dragon,dragon_017,blood_sample,20,false,범용 보정 후보
srl_dragon_017_hide,Dragon,dragon_017,hide,20,false,범용 보정 후보
srl_dragon_017_claw,Dragon,dragon_017,claw,20,false,범용 보정 후보
srl_dragon_018_dragon_scale,Dragon,dragon_018,dragon_scale,65,true,Dragon 대분류 기본 자원
srl_dragon_018_dragon_blood,Dragon,dragon_018,dragon_blood,60,false,Dragon 대분류 기본 자원
srl_dragon_018_dragon_horn,Dragon,dragon_018,dragon_horn,55,false,Dragon 대분류 기본 자원
srl_dragon_018_dragon_breath_sac,Dragon,dragon_018,dragon_breath_sac,50,false,Dragon 대분류 기본 자원
srl_dragon_018_fiendish_blood,Dragon,dragon_018,fiendish_blood,90,true,악마체 분류
srl_dragon_018_soul_ash,Dragon,dragon_018,soul_ash,83,false,악마체 분류
srl_dragon_018_infernal_chain_link,Dragon,dragon_018,infernal_chain_link,76,false,악마체 분류
srl_dragon_018_blood_sample,Dragon,dragon_018,blood_sample,20,false,범용 보정 후보
srl_dragon_018_hide,Dragon,dragon_018,hide,20,false,범용 보정 후보
srl_dragon_018_claw,Dragon,dragon_018,claw,20,false,범용 보정 후보
srl_dragon_019_dragon_scale,Dragon,dragon_019,dragon_scale,65,true,Dragon 대분류 기본 자원
srl_dragon_019_dragon_blood,Dragon,dragon_019,dragon_blood,60,false,Dragon 대분류 기본 자원
srl_dragon_019_dragon_horn,Dragon,dragon_019,dragon_horn,55,false,Dragon 대분류 기본 자원
srl_dragon_019_dragon_breath_sac,Dragon,dragon_019,dragon_breath_sac,50,false,Dragon 대분류 기본 자원
srl_dragon_019_blood_sample,Dragon,dragon_019,blood_sample,20,false,범용 보정 후보
srl_dragon_019_hide,Dragon,dragon_019,hide,20,false,범용 보정 후보
srl_dragon_019_claw,Dragon,dragon_019,claw,20,false,범용 보정 후보
srl_dragon_020_dragon_scale,Dragon,dragon_020,dragon_scale,65,true,Dragon 대분류 기본 자원
srl_dragon_020_dragon_blood,Dragon,dragon_020,dragon_blood,60,false,Dragon 대분류 기본 자원
srl_dragon_020_dragon_horn,Dragon,dragon_020,dragon_horn,55,false,Dragon 대분류 기본 자원
srl_dragon_020_dragon_breath_sac,Dragon,dragon_020,dragon_breath_sac,50,false,Dragon 대분류 기본 자원
srl_dragon_020_slime_sample,Dragon,dragon_020,slime_sample,90,true,수중 분류
srl_dragon_020_scale,Dragon,dragon_020,scale,83,false,수중 분류
srl_dragon_020_blood_sample,Dragon,dragon_020,blood_sample,20,false,범용 보정 후보
srl_dragon_020_hide,Dragon,dragon_020,hide,20,false,범용 보정 후보
srl_dragon_020_claw,Dragon,dragon_020,claw,20,false,범용 보정 후보
srl_elemental_001_elemental_core,Elemental,elemental_001,elemental_core,65,true,Elemental 대분류 기본 자원
srl_elemental_001_elemental_residue,Elemental,elemental_001,elemental_residue,60,false,Elemental 대분류 기본 자원
srl_elemental_001_elemental_ember,Elemental,elemental_001,elemental_ember,55,false,Elemental 대분류 기본 자원
srl_elemental_001_elemental_ice_core,Elemental,elemental_001,elemental_ice_core,50,false,Elemental 대분류 기본 자원
srl_elemental_001_blackened_hide_piece,Elemental,elemental_001,blackened_hide_piece,76,false,화염 분류
srl_elemental_002_elemental_core,Elemental,elemental_002,elemental_core,65,true,Elemental 대분류 기본 자원
srl_elemental_002_elemental_residue,Elemental,elemental_002,elemental_residue,60,false,Elemental 대분류 기본 자원
srl_elemental_002_elemental_ember,Elemental,elemental_002,elemental_ember,55,false,Elemental 대분류 기본 자원
srl_elemental_002_elemental_ice_core,Elemental,elemental_002,elemental_ice_core,50,false,Elemental 대분류 기본 자원
srl_elemental_002_crystal_blood,Elemental,elemental_002,crystal_blood,76,false,냉기 분류
srl_elemental_003_elemental_core,Elemental,elemental_003,elemental_core,65,true,Elemental 대분류 기본 자원
srl_elemental_003_elemental_residue,Elemental,elemental_003,elemental_residue,60,false,Elemental 대분류 기본 자원
srl_elemental_003_elemental_ember,Elemental,elemental_003,elemental_ember,55,false,Elemental 대분류 기본 자원
srl_elemental_003_elemental_ice_core,Elemental,elemental_003,elemental_ice_core,50,false,Elemental 대분류 기본 자원
srl_elemental_003_slime_sample,Elemental,elemental_003,slime_sample,90,true,수중 분류
srl_elemental_003_scale,Elemental,elemental_003,scale,83,false,수중 분류
srl_elemental_004_elemental_core,Elemental,elemental_004,elemental_core,65,true,Elemental 대분류 기본 자원
srl_elemental_004_elemental_residue,Elemental,elemental_004,elemental_residue,60,false,Elemental 대분류 기본 자원
srl_elemental_004_elemental_ember,Elemental,elemental_004,elemental_ember,55,false,Elemental 대분류 기본 자원
srl_elemental_004_elemental_ice_core,Elemental,elemental_004,elemental_ice_core,50,false,Elemental 대분류 기본 자원
srl_elemental_005_elemental_core,Elemental,elemental_005,elemental_core,65,true,Elemental 대분류 기본 자원
srl_elemental_005_elemental_residue,Elemental,elemental_005,elemental_residue,60,false,Elemental 대분류 기본 자원
srl_elemental_005_elemental_ember,Elemental,elemental_005,elemental_ember,55,false,Elemental 대분류 기본 자원
srl_elemental_005_elemental_ice_core,Elemental,elemental_005,elemental_ice_core,50,false,Elemental 대분류 기본 자원
srl_elemental_006_elemental_core,Elemental,elemental_006,elemental_core,65,true,Elemental 대분류 기본 자원
srl_elemental_006_elemental_residue,Elemental,elemental_006,elemental_residue,60,false,Elemental 대분류 기본 자원
srl_elemental_006_elemental_ember,Elemental,elemental_006,elemental_ember,55,false,Elemental 대분류 기본 자원
srl_elemental_006_elemental_ice_core,Elemental,elemental_006,elemental_ice_core,50,false,Elemental 대분류 기본 자원
srl_elemental_006_crystal_organ_piece,Elemental,elemental_006,crystal_organ_piece,76,false,번개/폭풍 분류
srl_elemental_007_elemental_core,Elemental,elemental_007,elemental_core,65,true,Elemental 대분류 기본 자원
srl_elemental_007_elemental_residue,Elemental,elemental_007,elemental_residue,60,false,Elemental 대분류 기본 자원
srl_elemental_007_elemental_ember,Elemental,elemental_007,elemental_ember,55,false,Elemental 대분류 기본 자원
srl_elemental_007_elemental_ice_core,Elemental,elemental_007,elemental_ice_core,50,false,Elemental 대분류 기본 자원
srl_elemental_007_dragon_scale,Elemental,elemental_007,dragon_scale,90,true,용종 분류
srl_elemental_007_dragon_blood,Elemental,elemental_007,dragon_blood,83,false,용종 분류
srl_elemental_007_dragon_breath_sac,Elemental,elemental_007,dragon_breath_sac,76,false,용종 분류
srl_elemental_007_dragon_horn,Elemental,elemental_007,dragon_horn,69,false,용종 분류
srl_elemental_007_ooze_core_sample,Elemental,elemental_007,ooze_core_sample,90,true,점액/산성 분류
srl_elemental_007_acidic_slime,Elemental,elemental_007,acidic_slime,83,false,점액/산성 분류
srl_elemental_007_slime_sample,Elemental,elemental_007,slime_sample,76,false,점액/산성 분류
srl_elemental_007_acid_gland,Elemental,elemental_007,acid_gland,69,false,점액/산성 분류
srl_elemental_008_elemental_core,Elemental,elemental_008,elemental_core,65,true,Elemental 대분류 기본 자원
srl_elemental_008_elemental_residue,Elemental,elemental_008,elemental_residue,60,false,Elemental 대분류 기본 자원
srl_elemental_008_elemental_ember,Elemental,elemental_008,elemental_ember,55,false,Elemental 대분류 기본 자원
srl_elemental_008_elemental_ice_core,Elemental,elemental_008,elemental_ice_core,50,false,Elemental 대분류 기본 자원
srl_elemental_008_grave_dust,Elemental,elemental_008,grave_dust,90,true,시체형/부패형 분류
srl_elemental_008_blackened_organ_piece,Elemental,elemental_008,blackened_organ_piece,83,false,시체형/부패형 분류
srl_elemental_008_necrotic_bone,Elemental,elemental_008,necrotic_bone,76,false,시체형/부패형 분류
srl_elemental_008_blood_sample,Elemental,elemental_008,blood_sample,69,false,시체형/부패형 분류
srl_elemental_008_ichor_sample,Elemental,elemental_008,ichor_sample,62,false,시체형/부패형 분류
srl_elemental_008_venom_sac,Elemental,elemental_008,venom_sac,90,true,독성/질병 분류
srl_elemental_008_liver,Elemental,elemental_008,liver,76,false,독성/질병 분류
srl_elemental_009_elemental_core,Elemental,elemental_009,elemental_core,65,true,Elemental 대분류 기본 자원
srl_elemental_009_elemental_residue,Elemental,elemental_009,elemental_residue,60,false,Elemental 대분류 기본 자원
srl_elemental_009_elemental_ember,Elemental,elemental_009,elemental_ember,55,false,Elemental 대분류 기본 자원
srl_elemental_009_elemental_ice_core,Elemental,elemental_009,elemental_ice_core,50,false,Elemental 대분류 기본 자원
srl_elemental_009_blackened_hide_piece,Elemental,elemental_009,blackened_hide_piece,76,false,화염 분류
srl_elemental_009_chimeric_organ,Elemental,elemental_009,chimeric_organ,90,true,혼합/키메라 분류
srl_elemental_009_monster_plate,Elemental,elemental_009,monster_plate,83,false,혼합/키메라 분류
srl_elemental_009_mutated_organ_piece,Elemental,elemental_009,mutated_organ_piece,76,false,혼합/키메라 분류
srl_elemental_010_elemental_core,Elemental,elemental_010,elemental_core,65,true,Elemental 대분류 기본 자원
srl_elemental_010_elemental_residue,Elemental,elemental_010,elemental_residue,60,false,Elemental 대분류 기본 자원
srl_elemental_010_elemental_ember,Elemental,elemental_010,elemental_ember,55,false,Elemental 대분류 기본 자원
srl_elemental_010_elemental_ice_core,Elemental,elemental_010,elemental_ice_core,50,false,Elemental 대분류 기본 자원
srl_elemental_010_crystal_blood,Elemental,elemental_010,crystal_blood,76,false,냉기 분류
srl_elemental_010_slime_sample,Elemental,elemental_010,slime_sample,90,true,수중 분류
srl_elemental_010_scale,Elemental,elemental_010,scale,83,false,수중 분류
srl_elemental_010_chimeric_organ,Elemental,elemental_010,chimeric_organ,90,true,혼합/키메라 분류
srl_elemental_010_monster_plate,Elemental,elemental_010,monster_plate,83,false,혼합/키메라 분류
srl_elemental_010_mutated_organ_piece,Elemental,elemental_010,mutated_organ_piece,76,false,혼합/키메라 분류
srl_elemental_011_elemental_core,Elemental,elemental_011,elemental_core,65,true,Elemental 대분류 기본 자원
srl_elemental_011_elemental_residue,Elemental,elemental_011,elemental_residue,60,false,Elemental 대분류 기본 자원
srl_elemental_011_elemental_ember,Elemental,elemental_011,elemental_ember,55,false,Elemental 대분류 기본 자원
srl_elemental_011_elemental_ice_core,Elemental,elemental_011,elemental_ice_core,50,false,Elemental 대분류 기본 자원
srl_elemental_011_crystal_organ_piece,Elemental,elemental_011,crystal_organ_piece,76,false,번개/폭풍 분류
srl_elemental_011_chimeric_organ,Elemental,elemental_011,chimeric_organ,90,true,혼합/키메라 분류
srl_elemental_011_monster_plate,Elemental,elemental_011,monster_plate,83,false,혼합/키메라 분류
srl_elemental_011_mutated_organ_piece,Elemental,elemental_011,mutated_organ_piece,76,false,혼합/키메라 분류
srl_elemental_012_elemental_core,Elemental,elemental_012,elemental_core,65,true,Elemental 대분류 기본 자원
srl_elemental_012_elemental_residue,Elemental,elemental_012,elemental_residue,60,false,Elemental 대분류 기본 자원
srl_elemental_012_elemental_ember,Elemental,elemental_012,elemental_ember,55,false,Elemental 대분류 기본 자원
srl_elemental_012_elemental_ice_core,Elemental,elemental_012,elemental_ice_core,50,false,Elemental 대분류 기본 자원
srl_elemental_012_chimeric_organ,Elemental,elemental_012,chimeric_organ,90,true,혼합/키메라 분류
srl_elemental_012_monster_plate,Elemental,elemental_012,monster_plate,83,false,혼합/키메라 분류
srl_elemental_012_mutated_organ_piece,Elemental,elemental_012,mutated_organ_piece,76,false,혼합/키메라 분류
srl_elemental_013_elemental_core,Elemental,elemental_013,elemental_core,65,true,Elemental 대분류 기본 자원
srl_elemental_013_elemental_residue,Elemental,elemental_013,elemental_residue,60,false,Elemental 대분류 기본 자원
srl_elemental_013_elemental_ember,Elemental,elemental_013,elemental_ember,55,false,Elemental 대분류 기본 자원
srl_elemental_013_elemental_ice_core,Elemental,elemental_013,elemental_ice_core,50,false,Elemental 대분류 기본 자원
srl_elemental_013_chimeric_organ,Elemental,elemental_013,chimeric_organ,90,true,혼합/키메라 분류
srl_elemental_013_monster_plate,Elemental,elemental_013,monster_plate,83,false,혼합/키메라 분류
srl_elemental_013_mutated_organ_piece,Elemental,elemental_013,mutated_organ_piece,76,false,혼합/키메라 분류
srl_elemental_014_elemental_core,Elemental,elemental_014,elemental_core,65,true,Elemental 대분류 기본 자원
srl_elemental_014_elemental_residue,Elemental,elemental_014,elemental_residue,60,false,Elemental 대분류 기본 자원
srl_elemental_014_elemental_ember,Elemental,elemental_014,elemental_ember,55,false,Elemental 대분류 기본 자원
srl_elemental_014_elemental_ice_core,Elemental,elemental_014,elemental_ice_core,50,false,Elemental 대분류 기본 자원
srl_elemental_015_elemental_core,Elemental,elemental_015,elemental_core,65,true,Elemental 대분류 기본 자원
srl_elemental_015_elemental_residue,Elemental,elemental_015,elemental_residue,60,false,Elemental 대분류 기본 자원
srl_elemental_015_elemental_ember,Elemental,elemental_015,elemental_ember,55,false,Elemental 대분류 기본 자원
