주사위,테마,몬스터 예시,환경 설명,앙그라
82,병원·치유소 오염의 테마,오염 의사|붕대 망령|치유 실패체|약제 포식자,"치유와 안식의 공간이 불안한 장소로 뒤틀린 조우다. 침상과 약병, 기도문과 치료 도구가 남아 있지만, 그것들이 더 이상 안전을 보장하지 않는다. 적들은 살리려는 행위와 해치는 행위가 구분되지 않는 방식으로 움직인다."
83,부엌·식재료의 테마,식칼 망령|살아있는 고기덩이|포식 요리사|오염 식재료괴물,"먹는 행위와 조리 과정이 공포로 변한 조우다. 도마, 솥, 갈고리, 고기 저장고가 전장을 구성하고, 적은 파티를 재료처럼 취급한다. 기괴하지만 직관적인 혐오감이 강한 테마다."
84,광산·채굴장의 테마,광부 망령|광석 기생체|굴착 골렘|흑마석 채굴괴물,"채굴과 붕괴, 지하 자원 착취가 중심인 조우다. 갱도는 불안정하고, 지지대는 삐걱거리며, 광석은 마나나 잔향에 반응한다. 적들은 땅속에서 튀어나오거나 장비와 레일을 이용해 파티를 압박한다."
85,항구·난파선의 테마,익사 선원|난파 망령|밧줄 괴물|검은 돛 해적,"물가와 배, 부서진 선체가 중심인 조우다. 흔들리는 발판과 젖은 밧줄, 어두운 선창이 이동과 시야를 방해한다. 적들은 물 위와 아래를 오가며, 전투는 육지와 수중의 경계에서 벌어진다."
86,시장·군중의 테마,군중 속 암살자|소매치기 망령|가짜 상인|혼란 유도자,"많은 사람과 소음 속에서 적을 구분하기 어려운 조우다. 민간인과 상점, 수레와 천막이 전장을 복잡하게 만들고, 무차별 공격은 큰 피해를 부를 수 있다. 적들은 군중을 방패처럼 사용하거나 혼란 속에서 목표만 노린다."
87,왕궁·귀족 저택의 테마,저택 수호자|귀족 망령|초상화 괴물|은식기 폴터가이스트,"화려함과 권위가 불길하게 남아 있는 조우다. 붉은 융단, 샹들리에, 초상화, 대리석 복도는 아름답지만 숨을 곳과 함정도 많다. 적들은 품위 있는 외형을 유지한 채 잔혹하게 움직이며, 몰락한 권력의 흔적을 보여준다."
88,전쟁 병기·공성의 테마,공성 골렘|쇠뇌 수호체|화약 망령|파괴 병기 잔영,"전쟁용 장비와 대형 병기가 전투의 중심이 되는 조우다. 발리스타, 투석기, 화약통, 방벽이 지형이자 위협으로 작동한다. 적들은 병기를 직접 조작하거나 병기 자체가 깨어나며, 전투는 규모감 있는 파괴전이 된다."
89,깃발·군기의 테마,군기 망령|깃발 수호자|전장의 기수|피 묻은 문장체,"상징과 소속이 힘을 가지는 조우다. 깃발이 서 있는 동안 적이 강화되거나, 쓰러진 병사들이 다시 일어날 수 있다. 전투의 핵심은 적을 죽이는 것보다 그들이 무엇을 위해 싸우는지 상징을 꺾는 데 있다."
90,왕관·권좌의 테마,몰락한 왕의 망령|왕관 수호체|권좌 괴물|찬탈자 잔영,"지배와 권위, 왕좌에 대한 집착이 중심인 조우다. 전장은 알현실이나 무너진 왕좌 주변에서 벌어지며, 적은 명령받는 자와 명령하는 자의 구조를 가진다. 왕관이나 권좌가 전투의 핵심 물체로 작동할 수 있다."
91,신탁·예언의 테마,예언 망령|눈먼 신탁자|운명 기록체|거짓 예언자,"미래를 안다는 믿음이 전투를 뒤틀어 놓는 조우다. 적들은 이미 결과를 알고 있다는 듯 움직이고, 파티의 행동을 예언문처럼 유도한다. 진짜 위험은 예언이 맞는지보다, 모두가 그 예언대로 행동하게 되는 데 있다."
92,운명·확률의 테마,주사위 악령|확률 조작자|불운 수호체|행운 도둑,"우연과 행운이 전투 규칙으로 드러나는 조우다. 사소한 실수가 큰 결과로 이어지거나, 반복되는 우연이 의도처럼 느껴진다. 적들은 확률을 왜곡하는 듯한 행동을 보이며, 파티는 위험을 감수할지 안정적으로 움직일지 계속 선택해야 한다."
93,분노·감정 폭발의 테마,분노 마수|격노 망령|붉은 감정체|분노 감염자,"감정이 물리적인 힘처럼 전장을 채우는 조우다. 소리와 상처, 도발에 반응해 적과 환경이 더욱 난폭해진다. 파티가 흥분하거나 무리하게 공격할수록 전투가 악화될 수 있어, 통제와 냉정함이 중요해진다."
94,슬픔·애도의 테마,애도 망령|눈물 괴물|상복의 기사|비탄 포식자,"슬픔과 상실감이 전장을 무겁게 누르는 조우다. 울음소리, 장례 장식, 비어 있는 관과 이름 없는 묘비가 분위기를 만든다. 적들은 분노보다 비탄에 묶여 있으며, 전투는 파괴보다 해방과 애도의 문제로 이어질 수 있다."
95,질투·모방 욕망의 테마,질투 망령|얼굴 훔치는 자|가짜 영웅|초록 눈의 괴물,"남의 힘과 자리, 얼굴을 빼앗으려는 욕망이 중심인 조우다. 적은 파티의 능력이나 외형을 흉내 내며, 더 나아가 그 자리를 차지하려 한다. 전투는 정체성의 위협과 비교, 열등감의 감정선을 강하게 드러낸다."
96,공허한 울림의 테마,공허 메아리|빈 껍질 망령|울림 포식자|속 빈 성가대,"비어 있는 공간에서 울려 나오는 정체 모를 메아리가 전장을 잠식하는 조우다. 소리는 들리지만 근원이 보이지 않고, 빈 갑옷이나 껍데기 같은 적들이 그 울림에 맞춰 움직인다. 전투는 실체가 있는 적과 보이지 않는 공명원 사이에서 위협의 중심을 찾아내는 방향으로 전개된다."
97,축복 오작동의 테마,뒤틀린 축복자|과잉 회복체|축복 폭주병|성흔 괴물,"본래 이로운 힘이 통제되지 않아 위협이 되는 조우다. 회복, 보호, 정화가 과잉으로 작동하며 생명체를 기괴하게 유지하거나 폭주시킨다. 적들은 저주받았다기보다 잘못 축복받은 존재처럼 보이며, 신성한 힘의 위험성을 드러낸다."
98,소환 실패의 테마,불완전 소환체|절반만 나온 괴물|차원 찢김체|소환진 잔재,"소환 의식이 실패하거나 중단되며 발생한 조우다. 적은 완전한 형태가 아니어서 불안정하지만, 그래서 더 예측하기 어렵다. 전장에는 찢어진 소환진과 남은 제물이 있으며, 시간이 지나면 더 큰 존재가 넘어올 수 있다."
99,문신·성흔의 테마,성흔 침식자|문신 주술사|살아있는 각인|피부 아래 룬괴물,"몸에 새겨진 문양과 성흔이 전투의 중심이 되는 조우다. 문신은 단순한 장식이 아니라 명령, 저주, 봉인, 신앙의 흔적으로 작동하며, 피부 아래에서 빛나거나 꿈틀거릴 수 있다. 적들은 각인을 통해 힘을 얻거나 서로 연결되며, 전투는 몸에 새겨진 의미를 해석하고 끊어내는 과정이 된다."
100,이클립스의 테마,황혼 망령|일식 추적자|쌍광의 짐승|경계의 성가대,"태양과 달이 하나의 하늘 아래 맞물리며 황혼이 길게 고정된 조우다. 전장에는 낮과 밤의 성질이 동시에 남아 있어 빛과 어둠의 경계가 흐려지고, 익숙한 시간 감각도 어긋난다. 적들은 이 황혼의 틈에서 강화되거나 모습을 바꾸며, 전투는 끝나지 않는 해질녘 속에서 균형이 무너지는 불안과 함께 전개된다."
101,가뭄의 테마,갈증 망령|마른 뿌리괴물|수분 흡수자|먼지 뼈짐승,"수분과 생명력이 빠르게 말라붙는 조우다. 땅은 갈라지고, 피와 물은 금세 증발하며, 입안과 폐가 바싹 타들어가는 감각이 이어진다. 적들은 주변의 수분과 생명력을 빨아들이거나 메마른 지형 속에 몸을 숨기며, 전투는 오래 버티기보다 빠른 결단을 요구한다."
102,회오리의 테마,회오리 정령|먼지 소용돌이괴물|칼바람 유영체|공중에 휘말린 망령,"회전하는 바람과 소용돌이가 전장을 끊임없이 뒤흔드는 조우다. 가벼운 물체와 잔해가 공중으로 말려 올라가고, 위치를 잡으려는 순간 몸이 밀려나거나 끌려간다. 적들은 회오리 속을 타고 이동하거나 파편을 무기처럼 날리며, 전투는 중심부와 외곽 중 어디를 피해야 할지 판단하는 싸움이 된다."
