concept_id,notice_no,route_id,route_name,notice_group,notice_name,concept_no,concept_keyword,public_title,recommended_rank,public_summary,primary_objective,field_situation,unknown_factor,complication,record_target,failure_condition,follow_up,public_notice_text
concept_022_07,22,solver,해결사,정제·자원,정제 안정성 검증,7,불완전 정제 핵장치,정제 안정성 검증 – 불완전 정제 핵장치,중급,"불완전 정제 핵장치 사안이 접수되었다. 연맹은 이를 정제 안정성 검증 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",정제물의 안정성과 사용자 부작용을 검증한다.,"현장에서는 불완전 정제 핵장치와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","흑마석이나 핵 반응이 안정적인 자원인지, 침식과 오염의 매개인지 확인해야 한다.","상단, 제작자, 정제 관계자가 기록 공개와 회수 절차를 거부한다.","시료, 정제 기록, 흑마석 반응값, 운송 또는 회수 경로.",시료가 훼손되거나 위험물이 유통되어 오염 피해가 확산된다.,정제 실패품 유통이 확인되면 위험 운송 또는 금지 지식 차단 공고로 확장한다.,"[정제 안정성 검증 – 불완전 정제 핵장치] 불완전 정제 핵장치 사안이 접수되었다. 연맹은 이를 정제 안정성 검증 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 정제물의 안정성과 사용자 부작용을 검증한다는 것이다. 현장에서는 불완전 정제 핵장치와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_023_01,23,solver,해결사,정제·자원,정제사 현장 동행,1,불안정 핵 안정화,정제사 현장 동행 – 불안정 핵 안정화,중급,"불안정 핵 안정화 사안이 접수되었다. 연맹은 이를 정제사 현장 동행 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",정제사가 위험 현장에서 작업할 수 있도록 접근로와 방어선을 확보한다.,"현장에서는 불안정 핵 안정화와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","흑마석이나 핵 반응이 안정적인 자원인지, 침식과 오염의 매개인지 확인해야 한다.","상단, 제작자, 정제 관계자가 기록 공개와 회수 절차를 거부한다.","시료, 정제 기록, 흑마석 반응값, 운송 또는 회수 경로.",시료가 훼손되거나 위험물이 유통되어 오염 피해가 확산된다.,정제 실패품 유통이 확인되면 위험 운송 또는 금지 지식 차단 공고로 확장한다.,"[정제사 현장 동행 – 불안정 핵 안정화] 불안정 핵 안정화 사안이 접수되었다. 연맹은 이를 정제사 현장 동행 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 정제사가 위험 현장에서 작업할 수 있도록 접근로와 방어선을 확보한다는 것이다. 현장에서는 불안정 핵 안정화와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_023_02,23,solver,해결사,정제·자원,정제사 현장 동행,2,못 잔해 반응 측정,정제사 현장 동행 – 못 잔해 반응 측정,중급,"못 잔해 반응 측정 사안이 접수되었다. 연맹은 이를 정제사 현장 동행 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",정제사가 위험 현장에서 작업할 수 있도록 접근로와 방어선을 확보한다.,"현장에서는 못 잔해 반응 측정와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","흑마석이나 핵 반응이 안정적인 자원인지, 침식과 오염의 매개인지 확인해야 한다.","상단, 제작자, 정제 관계자가 기록 공개와 회수 절차를 거부한다.","시료, 정제 기록, 흑마석 반응값, 운송 또는 회수 경로.",시료가 훼손되거나 위험물이 유통되어 오염 피해가 확산된다.,정제 실패품 유통이 확인되면 위험 운송 또는 금지 지식 차단 공고로 확장한다.,"[정제사 현장 동행 – 못 잔해 반응 측정] 못 잔해 반응 측정 사안이 접수되었다. 연맹은 이를 정제사 현장 동행 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 정제사가 위험 현장에서 작업할 수 있도록 접근로와 방어선을 확보한다는 것이다. 현장에서는 못 잔해 반응 측정와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_023_03,23,solver,해결사,정제·자원,정제사 현장 동행,3,흑마석 시료 채취,정제사 현장 동행 – 흑마석 시료 채취,중급,"흑마석 시료 채취 사안이 접수되었다. 연맹은 이를 정제사 현장 동행 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",정제사가 위험 현장에서 작업할 수 있도록 접근로와 방어선을 확보한다.,"현장에서는 흑마석 시료 채취와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","흑마석이나 핵 반응이 안정적인 자원인지, 침식과 오염의 매개인지 확인해야 한다.","상단, 제작자, 정제 관계자가 기록 공개와 회수 절차를 거부한다.","시료, 정제 기록, 흑마석 반응값, 운송 또는 회수 경로.",시료가 훼손되거나 위험물이 유통되어 오염 피해가 확산된다.,정제 실패품 유통이 확인되면 위험 운송 또는 금지 지식 차단 공고로 확장한다.,"[정제사 현장 동행 – 흑마석 시료 채취] 흑마석 시료 채취 사안이 접수되었다. 연맹은 이를 정제사 현장 동행 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 정제사가 위험 현장에서 작업할 수 있도록 접근로와 방어선을 확보한다는 것이다. 현장에서는 흑마석 시료 채취와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_023_04,23,solver,해결사,정제·자원,정제사 현장 동행,4,살아있는 던전 현장 측정,정제사 현장 동행 – 살아있는 던전 현장 측정,중급,"살아있는 던전 현장 측정 사안이 접수되었다. 연맹은 이를 정제사 현장 동행 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",정제사가 위험 현장에서 작업할 수 있도록 접근로와 방어선을 확보한다.,"현장에서는 살아있는 던전 현장 측정와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","흑마석이나 핵 반응이 안정적인 자원인지, 침식과 오염의 매개인지 확인해야 한다.","상단, 제작자, 정제 관계자가 기록 공개와 회수 절차를 거부한다.","시료, 정제 기록, 흑마석 반응값, 운송 또는 회수 경로.",시료가 훼손되거나 위험물이 유통되어 오염 피해가 확산된다.,정제 실패품 유통이 확인되면 위험 운송 또는 금지 지식 차단 공고로 확장한다.,"[정제사 현장 동행 – 살아있는 던전 현장 측정] 살아있는 던전 현장 측정 사안이 접수되었다. 연맹은 이를 정제사 현장 동행 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 정제사가 위험 현장에서 작업할 수 있도록 접근로와 방어선을 확보한다는 것이다. 현장에서는 살아있는 던전 현장 측정와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_023_05,23,solver,해결사,정제·자원,정제사 현장 동행,5,정제 장치 설치 보조,정제사 현장 동행 – 정제 장치 설치 보조,중급,"정제 장치 설치 보조 사안이 접수되었다. 연맹은 이를 정제사 현장 동행 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",정제사가 위험 현장에서 작업할 수 있도록 접근로와 방어선을 확보한다.,"현장에서는 정제 장치 설치 보조와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","흑마석이나 핵 반응이 안정적인 자원인지, 침식과 오염의 매개인지 확인해야 한다.","상단, 제작자, 정제 관계자가 기록 공개와 회수 절차를 거부한다.","시료, 정제 기록, 흑마석 반응값, 운송 또는 회수 경로.",시료가 훼손되거나 위험물이 유통되어 오염 피해가 확산된다.,정제 실패품 유통이 확인되면 위험 운송 또는 금지 지식 차단 공고로 확장한다.,"[정제사 현장 동행 – 정제 장치 설치 보조] 정제 장치 설치 보조 사안이 접수되었다. 연맹은 이를 정제사 현장 동행 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 정제사가 위험 현장에서 작업할 수 있도록 접근로와 방어선을 확보한다는 것이다. 현장에서는 정제 장치 설치 보조와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_023_06,23,solver,해결사,정제·자원,정제사 현장 동행,6,오염 광맥 봉인,정제사 현장 동행 – 오염 광맥 봉인,중급,"오염 광맥 봉인 사안이 접수되었다. 연맹은 이를 정제사 현장 동행 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",정제사가 위험 현장에서 작업할 수 있도록 접근로와 방어선을 확보한다.,"현장에서는 오염 광맥 봉인와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","흑마석이나 핵 반응이 안정적인 자원인지, 침식과 오염의 매개인지 확인해야 한다.","상단, 제작자, 정제 관계자가 기록 공개와 회수 절차를 거부한다.","시료, 정제 기록, 흑마석 반응값, 운송 또는 회수 경로.",시료가 훼손되거나 위험물이 유통되어 오염 피해가 확산된다.,정제 실패품 유통이 확인되면 위험 운송 또는 금지 지식 차단 공고로 확장한다.,"[정제사 현장 동행 – 오염 광맥 봉인] 오염 광맥 봉인 사안이 접수되었다. 연맹은 이를 정제사 현장 동행 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 정제사가 위험 현장에서 작업할 수 있도록 접근로와 방어선을 확보한다는 것이다. 현장에서는 오염 광맥 봉인와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_023_07,23,solver,해결사,정제·자원,정제사 현장 동행,7,정제사 긴급 철수,정제사 현장 동행 – 정제사 긴급 철수,중급,"정제사 긴급 철수 사안이 접수되었다. 연맹은 이를 정제사 현장 동행 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",정제사가 위험 현장에서 작업할 수 있도록 접근로와 방어선을 확보한다.,"현장에서는 정제사 긴급 철수와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","흑마석이나 핵 반응이 안정적인 자원인지, 침식과 오염의 매개인지 확인해야 한다.","상단, 제작자, 정제 관계자가 기록 공개와 회수 절차를 거부한다.","시료, 정제 기록, 흑마석 반응값, 운송 또는 회수 경로.",시료가 훼손되거나 위험물이 유통되어 오염 피해가 확산된다.,정제 실패품 유통이 확인되면 위험 운송 또는 금지 지식 차단 공고로 확장한다.,"[정제사 현장 동행 – 정제사 긴급 철수] 정제사 긴급 철수 사안이 접수되었다. 연맹은 이를 정제사 현장 동행 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 정제사가 위험 현장에서 작업할 수 있도록 접근로와 방어선을 확보한다는 것이다. 현장에서는 정제사 긴급 철수와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_024_01,24,solver,해결사,정제·자원,위험 운송,1,부정한 핵 운송,위험 운송 – 부정한 핵 운송,중급,"부정한 핵 운송 사안이 접수되었다. 연맹은 이를 위험 운송 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",위험 물품을 봉인 상태로 운송하고 이동 중 변화를 기록한다.,"현장에서는 부정한 핵 운송와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","흑마석이나 핵 반응이 안정적인 자원인지, 침식과 오염의 매개인지 확인해야 한다.","상단, 제작자, 정제 관계자가 기록 공개와 회수 절차를 거부한다.","시료, 정제 기록, 흑마석 반응값, 운송 또는 회수 경로.",시료가 훼손되거나 위험물이 유통되어 오염 피해가 확산된다.,정제 실패품 유통이 확인되면 위험 운송 또는 금지 지식 차단 공고로 확장한다.,"[위험 운송 – 부정한 핵 운송] 부정한 핵 운송 사안이 접수되었다. 연맹은 이를 위험 운송 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 위험 물품을 봉인 상태로 운송하고 이동 중 변화를 기록한다는 것이다. 현장에서는 부정한 핵 운송와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_024_02,24,solver,해결사,정제·자원,위험 운송,2,오염 시료 이송,위험 운송 – 오염 시료 이송,중급,"오염 시료 이송 사안이 접수되었다. 연맹은 이를 위험 운송 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",위험 물품을 봉인 상태로 운송하고 이동 중 변화를 기록한다.,"현장에서는 오염 시료 이송와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","흑마석이나 핵 반응이 안정적인 자원인지, 침식과 오염의 매개인지 확인해야 한다.","상단, 제작자, 정제 관계자가 기록 공개와 회수 절차를 거부한다.","시료, 정제 기록, 흑마석 반응값, 운송 또는 회수 경로.",시료가 훼손되거나 위험물이 유통되어 오염 피해가 확산된다.,정제 실패품 유통이 확인되면 위험 운송 또는 금지 지식 차단 공고로 확장한다.,"[위험 운송 – 오염 시료 이송] 오염 시료 이송 사안이 접수되었다. 연맹은 이를 위험 운송 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 위험 물품을 봉인 상태로 운송하고 이동 중 변화를 기록한다는 것이다. 현장에서는 오염 시료 이송와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_024_03,24,solver,해결사,정제·자원,위험 운송,3,흑마석 원석 봉인 수송,위험 운송 – 흑마석 원석 봉인 수송,중급,"흑마석 원석 봉인 수송 사안이 접수되었다. 연맹은 이를 위험 운송 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",위험 물품을 봉인 상태로 운송하고 이동 중 변화를 기록한다.,"현장에서는 흑마석 원석 봉인 수송와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","흑마석이나 핵 반응이 안정적인 자원인지, 침식과 오염의 매개인지 확인해야 한다.","상단, 제작자, 정제 관계자가 기록 공개와 회수 절차를 거부한다.","시료, 정제 기록, 흑마석 반응값, 운송 또는 회수 경로.",시료가 훼손되거나 위험물이 유통되어 오염 피해가 확산된다.,정제 실패품 유통이 확인되면 위험 운송 또는 금지 지식 차단 공고로 확장한다.,"[위험 운송 – 흑마석 원석 봉인 수송] 흑마석 원석 봉인 수송 사안이 접수되었다. 연맹은 이를 위험 운송 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 위험 물품을 봉인 상태로 운송하고 이동 중 변화를 기록한다는 것이다. 현장에서는 흑마석 원석 봉인 수송와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_024_04,24,solver,해결사,정제·자원,위험 운송,4,정제 실패품 호송,위험 운송 – 정제 실패품 호송,중급,"정제 실패품 호송 사안이 접수되었다. 연맹은 이를 위험 운송 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",위험 물품을 봉인 상태로 운송하고 이동 중 변화를 기록한다.,"현장에서는 정제 실패품 호송와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","흑마석이나 핵 반응이 안정적인 자원인지, 침식과 오염의 매개인지 확인해야 한다.","상단, 제작자, 정제 관계자가 기록 공개와 회수 절차를 거부한다.","시료, 정제 기록, 흑마석 반응값, 운송 또는 회수 경로.",시료가 훼손되거나 위험물이 유통되어 오염 피해가 확산된다.,정제 실패품 유통이 확인되면 위험 운송 또는 금지 지식 차단 공고로 확장한다.,"[위험 운송 – 정제 실패품 호송] 정제 실패품 호송 사안이 접수되었다. 연맹은 이를 위험 운송 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 위험 물품을 봉인 상태로 운송하고 이동 중 변화를 기록한다는 것이다. 현장에서는 정제 실패품 호송와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_024_05,24,solver,해결사,정제·자원,위험 운송,5,봉인 장치 이동,위험 운송 – 봉인 장치 이동,중급,"봉인 장치 이동 사안이 접수되었다. 연맹은 이를 위험 운송 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",위험 물품을 봉인 상태로 운송하고 이동 중 변화를 기록한다.,"현장에서는 봉인 장치 이동와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","흑마석이나 핵 반응이 안정적인 자원인지, 침식과 오염의 매개인지 확인해야 한다.","상단, 제작자, 정제 관계자가 기록 공개와 회수 절차를 거부한다.","시료, 정제 기록, 흑마석 반응값, 운송 또는 회수 경로.",시료가 훼손되거나 위험물이 유통되어 오염 피해가 확산된다.,정제 실패품 유통이 확인되면 위험 운송 또는 금지 지식 차단 공고로 확장한다.,"[위험 운송 – 봉인 장치 이동] 봉인 장치 이동 사안이 접수되었다. 연맹은 이를 위험 운송 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 위험 물품을 봉인 상태로 운송하고 이동 중 변화를 기록한다는 것이다. 현장에서는 봉인 장치 이동와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_024_06,24,solver,해결사,정제·자원,위험 운송,6,운송 중 성질 변화,위험 운송 – 운송 중 성질 변화,중급,"운송 중 성질 변화 사안이 접수되었다. 연맹은 이를 위험 운송 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",위험 물품을 봉인 상태로 운송하고 이동 중 변화를 기록한다.,"현장에서는 운송 중 성질 변화와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","흑마석이나 핵 반응이 안정적인 자원인지, 침식과 오염의 매개인지 확인해야 한다.","상단, 제작자, 정제 관계자가 기록 공개와 회수 절차를 거부한다.","시료, 정제 기록, 흑마석 반응값, 운송 또는 회수 경로.",시료가 훼손되거나 위험물이 유통되어 오염 피해가 확산된다.,정제 실패품 유통이 확인되면 위험 운송 또는 금지 지식 차단 공고로 확장한다.,"[위험 운송 – 운송 중 성질 변화] 운송 중 성질 변화 사안이 접수되었다. 연맹은 이를 위험 운송 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 위험 물품을 봉인 상태로 운송하고 이동 중 변화를 기록한다는 것이다. 현장에서는 운송 중 성질 변화와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_024_07,24,solver,해결사,정제·자원,위험 운송,7,탈취 위험 화물,위험 운송 – 탈취 위험 화물,중급,"탈취 위험 화물 사안이 접수되었다. 연맹은 이를 위험 운송 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",위험 물품을 봉인 상태로 운송하고 이동 중 변화를 기록한다.,"현장에서는 탈취 위험 화물와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","흑마석이나 핵 반응이 안정적인 자원인지, 침식과 오염의 매개인지 확인해야 한다.","상단, 제작자, 정제 관계자가 기록 공개와 회수 절차를 거부한다.","시료, 정제 기록, 흑마석 반응값, 운송 또는 회수 경로.",시료가 훼손되거나 위험물이 유통되어 오염 피해가 확산된다.,정제 실패품 유통이 확인되면 위험 운송 또는 금지 지식 차단 공고로 확장한다.,"[위험 운송 – 탈취 위험 화물] 탈취 위험 화물 사안이 접수되었다. 연맹은 이를 위험 운송 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 위험 물품을 봉인 상태로 운송하고 이동 중 변화를 기록한다는 것이다. 현장에서는 탈취 위험 화물와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_025_01,25,solver,해결사,정제·자원,정제 실패품 회수,1,암시장 흑마석 장비,정제 실패품 회수 – 암시장 흑마석 장비,중급,"암시장 흑마석 장비 사안이 접수되었다. 연맹은 이를 정제 실패품 회수 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",정제 실패품을 회수하고 유통 경로와 피해 범위를 확인한다.,"현장에서는 암시장 흑마석 장비와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","흑마석이나 핵 반응이 안정적인 자원인지, 침식과 오염의 매개인지 확인해야 한다.","상단, 제작자, 정제 관계자가 기록 공개와 회수 절차를 거부한다.","시료, 정제 기록, 흑마석 반응값, 운송 또는 회수 경로.",시료가 훼손되거나 위험물이 유통되어 오염 피해가 확산된다.,정제 실패품 유통이 확인되면 위험 운송 또는 금지 지식 차단 공고로 확장한다.,"[정제 실패품 회수 – 암시장 흑마석 장비] 암시장 흑마석 장비 사안이 접수되었다. 연맹은 이를 정제 실패품 회수 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 정제 실패품을 회수하고 유통 경로와 피해 범위를 확인한다는 것이다. 현장에서는 암시장 흑마석 장비와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_025_02,25,solver,해결사,정제·자원,정제 실패품 회수,2,정제 실패 장신구,정제 실패품 회수 – 정제 실패 장신구,중급,"정제 실패 장신구 사안이 접수되었다. 연맹은 이를 정제 실패품 회수 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",정제 실패품을 회수하고 유통 경로와 피해 범위를 확인한다.,"현장에서는 정제 실패 장신구와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","흑마석이나 핵 반응이 안정적인 자원인지, 침식과 오염의 매개인지 확인해야 한다.","상단, 제작자, 정제 관계자가 기록 공개와 회수 절차를 거부한다.","시료, 정제 기록, 흑마석 반응값, 운송 또는 회수 경로.",시료가 훼손되거나 위험물이 유통되어 오염 피해가 확산된다.,정제 실패품 유통이 확인되면 위험 운송 또는 금지 지식 차단 공고로 확장한다.,"[정제 실패품 회수 – 정제 실패 장신구] 정제 실패 장신구 사안이 접수되었다. 연맹은 이를 정제 실패품 회수 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 정제 실패품을 회수하고 유통 경로와 피해 범위를 확인한다는 것이다. 현장에서는 정제 실패 장신구와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_025_03,25,solver,해결사,정제·자원,정제 실패품 회수,3,오염된 마나석 묶음,정제 실패품 회수 – 오염된 마나석 묶음,중급,"오염된 마나석 묶음 사안이 접수되었다. 연맹은 이를 정제 실패품 회수 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",정제 실패품을 회수하고 유통 경로와 피해 범위를 확인한다.,"현장에서는 오염된 마나석 묶음와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","흑마석이나 핵 반응이 안정적인 자원인지, 침식과 오염의 매개인지 확인해야 한다.","상단, 제작자, 정제 관계자가 기록 공개와 회수 절차를 거부한다.","시료, 정제 기록, 흑마석 반응값, 운송 또는 회수 경로.",시료가 훼손되거나 위험물이 유통되어 오염 피해가 확산된다.,정제 실패품 유통이 확인되면 위험 운송 또는 금지 지식 차단 공고로 확장한다.,"[정제 실패품 회수 – 오염된 마나석 묶음] 오염된 마나석 묶음 사안이 접수되었다. 연맹은 이를 정제 실패품 회수 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 정제 실패품을 회수하고 유통 경로와 피해 범위를 확인한다는 것이다. 현장에서는 오염된 마나석 묶음와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_025_04,25,solver,해결사,정제·자원,정제 실패품 회수,4,버려진 정제 잔해,정제 실패품 회수 – 버려진 정제 잔해,중급,"버려진 정제 잔해 사안이 접수되었다. 연맹은 이를 정제 실패품 회수 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",정제 실패품을 회수하고 유통 경로와 피해 범위를 확인한다.,"현장에서는 버려진 정제 잔해와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","흑마석이나 핵 반응이 안정적인 자원인지, 침식과 오염의 매개인지 확인해야 한다.","상단, 제작자, 정제 관계자가 기록 공개와 회수 절차를 거부한다.","시료, 정제 기록, 흑마석 반응값, 운송 또는 회수 경로.",시료가 훼손되거나 위험물이 유통되어 오염 피해가 확산된다.,정제 실패품 유통이 확인되면 위험 운송 또는 금지 지식 차단 공고로 확장한다.,"[정제 실패품 회수 – 버려진 정제 잔해] 버려진 정제 잔해 사안이 접수되었다. 연맹은 이를 정제 실패품 회수 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 정제 실패품을 회수하고 유통 경로와 피해 범위를 확인한다는 것이다. 현장에서는 버려진 정제 잔해와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_025_05,25,solver,해결사,정제·자원,정제 실패품 회수,5,불량 핵 장치 회수,정제 실패품 회수 – 불량 핵 장치 회수,중급,"불량 핵 장치 회수 사안이 접수되었다. 연맹은 이를 정제 실패품 회수 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",정제 실패품을 회수하고 유통 경로와 피해 범위를 확인한다.,"현장에서는 불량 핵 장치 회수와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","흑마석이나 핵 반응이 안정적인 자원인지, 침식과 오염의 매개인지 확인해야 한다.","상단, 제작자, 정제 관계자가 기록 공개와 회수 절차를 거부한다.","시료, 정제 기록, 흑마석 반응값, 운송 또는 회수 경로.",시료가 훼손되거나 위험물이 유통되어 오염 피해가 확산된다.,정제 실패품 유통이 확인되면 위험 운송 또는 금지 지식 차단 공고로 확장한다.,"[정제 실패품 회수 – 불량 핵 장치 회수] 불량 핵 장치 회수 사안이 접수되었다. 연맹은 이를 정제 실패품 회수 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 정제 실패품을 회수하고 유통 경로와 피해 범위를 확인한다는 것이다. 현장에서는 불량 핵 장치 회수와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
concept_025_06,25,solver,해결사,정제·자원,정제 실패품 회수,6,유통 경로 추적,정제 실패품 회수 – 유통 경로 추적,중급,"유통 경로 추적 사안이 접수되었다. 연맹은 이를 정제 실패품 회수 공고로 분류하고, 현장 확인과 위험 기록을 요청한다.",정제 실패품을 회수하고 유통 경로와 피해 범위를 확인한다.,"현장에서는 유통 경로 추적와 관련된 피해, 증언, 흔적이 확인되었다. 초기 보고만으로는 단순 사고와 미지 현상을 구분하기 어렵다.","흑마석이나 핵 반응이 안정적인 자원인지, 침식과 오염의 매개인지 확인해야 한다.","상단, 제작자, 정제 관계자가 기록 공개와 회수 절차를 거부한다.","시료, 정제 기록, 흑마석 반응값, 운송 또는 회수 경로.",시료가 훼손되거나 위험물이 유통되어 오염 피해가 확산된다.,정제 실패품 유통이 확인되면 위험 운송 또는 금지 지식 차단 공고로 확장한다.,"[정제 실패품 회수 – 유통 경로 추적] 유통 경로 추적 사안이 접수되었다. 연맹은 이를 정제 실패품 회수 공고로 분류하고, 현장 확인과 위험 기록을 요청한다. 주요 목표는 정제 실패품을 회수하고 유통 경로와 피해 범위를 확인한다는 것이다. 현장에서는 유통 경로 추적와 관련된 피해와 흔적이 확인되었으며, 연맹은 기록과 증거 확보를 우선한다."
